Token,LOC,PER,ORG,MISC
ça,,,,
...,,,,
Mais,,,,
vous,,,,
devez,,,,
comprendre,,,,
que,,,,
je,,,,
ne,,,,
permettrai,,,,
à,,,,
personne,,,,
de,,,,
se,,,,
sacrifier,,,,
pour,,,,
moi,,,,
.,,,,
»,,,,
Tout,,,,
en,,,,
parlant,,,,
,,,,
il,,,,
s',,,,
était,,,,
rapproché,,,,
de,,,,
la,,,,
porte,,,,
:,,,,
«,,,,
Ne,,,,
pleurez,,,,
pas,,,,
,,,,
monsieur,,,,
Daniel,,,,
,,,,
je,,,,
vais,,,,
aller,,,,
trouver,,,,
le,,,,
principal,,,,
,,,,
et,,,,
je,,,,
vous,,,,
jure,,,,
que,,,,
ce,,,,
n',,,,
est,,,,
pas,,,,
vous,,,,
qui,,,,
serez,,,,
chassé,,,,
.,,,,
»,,,,
Il,,,,
fit,,,,
encore,,,,
un,,,,
pas,,,,
pour,,,,
sortir,,,,
,,,,
puis,,,,
,,,,
revenant,,,,
vers,,,,
moi,,,,
comme,,,,
s',,,,
il,,,,
oubliait,,,,
quelque,,,,
chose,,,,
:,,,,
«,,,,
Seulement,,,,
,,,,
me,,,,
dit,,,,
-il,,,,
à,,,,
voix,,,,
basse,,,,
,,,,
écoutez,,,,
bien,,,,
ceci,,,,
avant,,,,
que,,,,
je,,,,
m',,,,
en,,,,
aille,,,,
...,,,,
Le,,,,
grand,,,,
Roger,,,,
n',,,,
est,,,,
pas,,,,
seul,,,,
au,,,,
monde,,,,
,,,,
il,,,,
a,,,,
quelque,,,,
part,,,,
une,,,,
mère,,,,
infirme,,,,
dans,,,,
un,,,,
coin,,,,
...,,,,
Une,,,,
mère,,,,
!,,,,
...,,,,
pauvre,,,,
sainte,,,,
femme,,,,
!,,,,
...,,,,
Promettez,,,,
-moi,,,,
de,,,,
lui,,,,
écrire,,,,
quand,,,,
tout,,,,
sera,,,,
fini,,,,
.,,,,
»,,,,
C',,,,
était,,,,
dit,,,,
gravement,,,,
,,,,
tranquillement,,,,
,,,,
d',,,,
un,,,,
ton,,,,
qui,,,,
m',,,,
effraya,,,,
.,,,,
«,,,,
Mais,,,,
que,,,,
voulez,,,,
-vous,,,,
faire,,,,
?,,,,
»,,,,
m',,,,
écriai,,,,
-je,,,,
.,,,,
Roger,,,,
ne,,,,
répondit,,,,
rien,,,,
,,,,
seulement,,,,
il,,,,
entrouvrit,,,,
sa,,,,
veste,,,,
et,,,,
me,,,,
laissa,,,,
voir,,,,
dans,,,,
sa,,,,
poche,,,,
la,,,,
crosse,,,,
luisante,,,,
d',,,,
un,,,,
pistolet,,,,
.,,,,
Je,,,,
m',,,,
élançai,,,,
vers,,,,
lui,,,,
,,,,
tout,,,,
ému,,,,
:,,,,
«,,,,
Vous,,,,
tuer,,,,
,,,,
malheureux,,,,
?,,,,
vous,,,,
voulez,,,,
vous,,,,
tuer,,,,
?,,,,
»,,,,
Et,,,,
lui,,,,
,,,,
très,,,,
froidement,,,,
:,,,,
«,,,,
Mon,,,,
cher,,,,
,,,,
quand,,,,
j',,,,
étais,,,,
au,,,,
service,,,,
,,,,
je,,,,
m',,,,
étais,,,,
promis,,,,
que,,,,
si,,,,
jamais,,,,
,,,,
par,,,,
un,,,,
coup,,,,
de,,,,
ma,,,,
mauvaise,,,,
tête,,,,
,,,,
je,,,,
venais,,,,
à,,,,
me,,,,
faire,,,,
dégrader,,,,
,,,,
je,,,,
ne,,,,
survivrais,,,,
pas,,,,
à,,,,
mon,,,,
déshonneur,,,,
.,,,,
Le,,,,
moment,,,,
est,,,,
venu,,,,
de,,,,
me,,,,
tenir,,,,
parole,,,,
...,,,,
Dans,,,,
cinq,,,,
minutes,,,,
je,,,,
serai,,,,
chassé,,,,
du,,,,
collège,,,,
,,,,
c',,,,
est,,,,
-,,,,
à,,,,
-,,,,
dire,,,,
dégradé,,,,
,,,,
une,,,,
heure,,,,
après,,,,
,,,,
bonsoir,,,,
!,,,,
J',,,,
avale,,,,
ma,,,,
dernière,,,,
prune,,,,
.,,,,
»,,,,
En,,,,
entendant,,,,
cela,,,,
,,,,
je,,,,
me,,,,
plantai,,,,
résolument,,,,
devant,,,,
la,,,,
porte,,,,
.,,,,
«,,,,
Eh,,,,
bien,,,,
,,,,
non,,,,
!,,,,
Roger,,,,
,,,,
vous,,,,
ne,,,,
sortirez,,,,
pas,,,,
...,,,,
J',,,,
aime,,,,
mieux,,,,
perdre,,,,
ma,,,,
place,,,,
que,,,,
d',,,,
être,,,,
cause,,,,
de,,,,
votre,,,,
mort,,,,
.,,,,
–,,,,
Laissez,,,,
-moi,,,,
faire,,,,
mon,,,,
devoir,,,,
»,,,,
,,,,
me,,,,
dit,,,,
-il,,,,
d',,,,
un,,,,
air,,,,
farouche,,,,
,,,,
et,,,,
,,,,
malgré,,,,
mes,,,,
efforts,,,,
,,,,
il,,,,
parvint,,,,
à,,,,
entrouvrir,,,,
la,,,,
porte,,,,
.,,,,
Alors,,,,
,,,,
j',,,,
eus,,,,
l',,,,
idée,,,,
de,,,,
lui,,,,
parler,,,,
de,,,,
sa,,,,
mère,,,,
,,,,
de,,,,
cette,,,,
pauvre,,,,
mère,,,,
qu',,,,
il,,,,
avait,,,,
quelque,,,,
part,,,,
,,,,
dans,,,,
un,,,,
coin,,,,
.,,,,
Je,,,,
lui,,,,
prouvai,,,,
qu',,,,
il,,,,
devait,,,,
vivre,,,,
pour,,,,
elle,,,,
,,,,
que,,,,
moi,,,,
j',,,,
étais,,,,
à,,,,
même,,,,
de,,,,
trouver,,,,
facilement,,,,
une,,,,
autre,,,,
place,,,,
,,,,
que,,,,
d',,,,
ailleurs,,,,
,,,,
dans,,,,
tous,,,,
les,,,,
cas,,,,
,,,,
nous,,,,
avions,,,,
encore,,,,
huit,,,,
jours,,,,
devant,,,,
nous,,,,
,,,,
et,,,,
.,,,,
que,,,,
c',,,,
était,,,,
bien,,,,
le,,,,
moins,,,,
qu',,,,
on,,,,
attendit,,,,
jusqu',,,,
au,,,,
dernier,,,,
moment,,,,
avant,,,,
de,,,,
prendre,,,,
un,,,,
parti,,,,
si,,,,
terrible,,,,
...,,,,
Cette,,,,
dernière,,,,
réflexion,,,,
parut,,,,
le,,,,
toucher,,,,
.,,,,
Il,,,,
consentit,,,,
à,,,,
retarder,,,,
de,,,,
quelques,,,,
heures,,,,
sa,,,,
visite,,,,
au,,,,
principal,,,,
et,,,,
ce,,,,
qui,,,,
devait,,,,
s',,,,
ensuivre,,,,
.,,,,
Sur,,,,
ces,,,,
entrefaites,,,,
,,,,
la,,,,
cloche,,,,
sonna,,,,
,,,,
nous,,,,
nous,,,,
embrassâmes,,,,
,,,,
et,,,,
je,,,,
descendis,,,,
à,,,,
l',,,,
école,,,,
.,,,,
Ce,,,,
que,,,,
c',,,,
est,,,,
que,,,,
de,,,,
nous,,,,
!,,,,
J',,,,
étais,,,,
entré,,,,
dans,,,,
ma,,,,
chambre,,,,
désespéré,,,,
,,,,
j',,,,
en,,,,
sortis,,,,
presque,,,,
joyeux,,,,
...,,,,
Le,,,,
petit,,,,
Chose,,,,
était,,,,
si,,,,
fier,,,,
d',,,,
avoir,,,,
sauvé,,,,
la,,,,
vie,,,,
à,,,,
son,,,,
bon,,,,
ami,,,,
le,,,,
maître,,,,
d',,,,
armes,,,,
.,,,,
Pourtant,,,,
,,,,
il,,,,
faut,,,,
bien,,,,
le,,,,
dire,,,,
,,,,
une,,,,
fois,,,,
assis,,,,
dans,,,,
ma,,,,
chaire,,,,
et,,,,
le,,,,
premier,,,,
mouvement,,,,
de,,,,
l',,,,
enthousiasme,,,,
passé,,,,
,,,,
je,,,,
me,,,,
mis,,,,
à,,,,
faire,,,,
des,,,,
réflexions,,,,
,,,,
Roger,,,,
consentait,,,,
à,,,,
vivre,,,,
,,,,
c',,,,
était,,,,
bien,,,,
,,,,
mais,,,,
moi,,,,
-,,,,
même,,,,
,,,,
qu',,,,
allais,,,,
-je,,,,
devenir,,,,
après,,,,
que,,,,
mon,,,,
beau,,,,
dévouement,,,,
m',,,,
aurait,,,,
mis,,,,
à,,,,
la,,,,
porte,,,,
du,,,,
collège,,,,
!,,,,
La,,,,
situation,,,,
n',,,,
était,,,,
pas,,,,
gaie,,,,
,,,,
je,,,,
voyais,,,,
déjà,,,,
le,,,,
foyer,,,,
singulièrement,,,,
compromis,,,,
,,,,
ma,,,,
mère,,,,
en,,,,
larmes,,,,
,,,,
et,,,,
M.,,,,
Eyssette,,,,
bien,,,,
en,,,,
colère,,,,
.,,,,
Heureusement,,,,
je,,,,
pensai,,,,
à,,,,
Jacques,,,,
,,,,
quelle,,,,
bonne,,,,
idée,,,,
sa,,,,
lettre,,,,
avait,,,,
eue,,,,
d',,,,
arriver,,,,
précisément,,,,
le,,,,
matin,,,,
!,,,,
C',,,,
était,,,,
bien,,,,
simple,,,,
,,,,
après,,,,
tout,,,,
,,,,
ne,,,,
m',,,,
écrivait,,,,
-il,,,,
pas,,,,
que,,,,
dans,,,,
son,,,,
lit,,,,
il,,,,
y,,,,
avait,,,,
place,,,,
pour,,,,
deux,,,,
?,,,,
D',,,,
ailleurs,,,,
,,,,
à,,,,
Paris,,,,
,,,,
on,,,,
trouve,,,,
toujours,,,,
de,,,,
quoi,,,,
vivre,,,,
...,,,,
Ici,,,,
,,,,
une,,,,
pensée,,,,
horrible,,,,
m',,,,
arrêta,,,,
:,,,,
pour,,,,
partir,,,,
,,,,
il,,,,
fallait,,,,
de,,,,
l',,,,
argent,,,,
,,,,
celui,,,,
du,,,,
chemin,,,,
de,,,,
fer,,,,
d',,,,
abord,,,,
,,,,
puis,,,,
cinquante,,,,
-,,,,
huit,,,,
francs,,,,
que,,,,
je,,,,
devais,,,,
au,,,,
portier,,,,
,,,,
puis,,,,
dix,,,,
francs,,,,
qu',,,,
un,,,,
grand,,,,
m',,,,
avait,,,,
prêtés,,,,
,,,,
puis,,,,
des,,,,
sommes,,,,
énormes,,,,
inscrites,,,,
à,,,,
mon,,,,
nom,,,,
sur,,,,
le,,,,
livre,,,,
de,,,,
compte,,,,
du,,,,
café,,,,
Barbette,,,,
,,,,
Le,,,,
moyen,,,,
de,,,,
se,,,,
procurer,,,,
tout,,,,
cet,,,,
argent,,,,
?,,,,
«,,,,
Bah,,,,
!,,,,
me,,,,
dis,,,,
-je,,,,
en,,,,
y,,,,
songeant,,,,
,,,,
je,,,,
me,,,,
trouve,,,,
bien,,,,
,,,,
naïf,,,,
de,,,,
m',,,,
inquiéter,,,,
pour,,,,
si,,,,
peu,,,,
,,,,
Roger,,,,
n',,,,
est,,,,
-il,,,,
pas,,,,
là,,,,
?,,,,
Roger,,,,
est,,,,
riche,,,,
,,,,
il,,,,
donne,,,,
des,,,,
leçons,,,,
en,,,,
ville,,,,
,,,,
et,,,,
il,,,,
sera,,,,
trop,,,,
heureux,,,,
de,,,,
me,,,,
procurer,,,,
quelque,,,,
cent,,,,
francs,,,,
à,,,,
moi,,,,
qui,,,,
viens,,,,
de,,,,
lui,,,,
sauver,,,,
la,,,,
vie,,,,
.,,,,
»,,,,
.,,,,
Mes,,,,
affaires,,,,
ainsi,,,,
réglées,,,,
,,,,
j',,,,
oubliai,,,,
toutes,,,,
les,,,,
catastrophes,,,,
de,,,,
la,,,,
journée,,,,
pour,,,,
ne,,,,
songer,,,,
qu',,,,
à,,,,
mon,,,,
grand,,,,
voyage,,,,
de,,,,
Paris,,,,
.,,,,
J',,,,
étais,,,,
très,,,,
joyeux,,,,
,,,,
je,,,,
ne,,,,
tenais,,,,
plus,,,,
en,,,,
place,,,,
,,,,
et,,,,
M.,,,,
Viot,,,,
,,,,
qui,,,,
descendit,,,,
à,,,,
l',,,,
étude,,,,
pour,,,,
savourer,,,,
mon,,,,
désespoir,,,,
,,,,
eut,,,,
l',,,,
air,,,,
fort,,,,
déçu,,,,
en,,,,
voyant,,,,
ma,,,,
mine,,,,
réjouie,,,,
.,,,,
À,,,,
dîner,,,,
,,,,
je,,,,
mangeai,,,,
vite,,,,
et,,,,
bien,,,,
,,,,
dans,,,,
la,,,,
cour,,,,
,,,,
je,,,,
pardonnai,,,,
les,,,,
arrêts,,,,
des,,,,
élèves,,,,
.,,,,
Enfin,,,,
l',,,,
heure,,,,
de,,,,
la,,,,
classe,,,,
sonna,,,,
.,,,,
Le,,,,
plus,,,,
pressant,,,,
était,,,,
de,,,,
voir,,,,
Roger,,,,
,,,,
d',,,,
un,,,,
bond,,,,
,,,,
je,,,,
fus,,,,
à,,,,
sa,,,,
chambre,,,,
,,,,
personne,,,,
à,,,,
sa,,,,
chambre,,,,
.,,,,
«,,,,
Bon,,,,
!,,,,
me,,,,
dis,,,,
-je,,,,
en,,,,
moi,,,,
-,,,,
même,,,,
,,,,
il,,,,
sera,,,,
allé,,,,
faire,,,,
un,,,,
tour,,,,
au,,,,
café,,,,
Barbette,,,,
»,,,,
,,,,
et,,,,
cela,,,,
ne,,,,
m',,,,
étonna,,,,
pas,,,,
dans,,,,
des,,,,
circonstances,,,,
aussi,,,,
dramatiques,,,,
.,,,,
Au,,,,
café,,,,
Barbette,,,,
,,,,
personne,,,,
encore,,,,
:,,,,
«,,,,
Roger,,,,
,,,,
me,,,,
dit,,,,
-on,,,,
,,,,
était,,,,
allé,,,,
à,,,,
la,,,,
Prairie,,,,
avec,,,,
les,,,,
sous-officiers,,,,
.,,,,
»,,,,
Que,,,,
diable,,,,
pouvaient,,,,
-ils,,,,
faire,,,,
là,,,,
-,,,,
bas,,,,
par,,,,
un,,,,
temps,,,,
pareil,,,,
?,,,,
Je,,,,
commençais,,,,
à,,,,
être,,,,
fort,,,,
inquiet,,,,
,,,,
aussi,,,,
,,,,
sans,,,,
vouloir,,,,
accepter,,,,
une,,,,
partie,,,,
de,,,,
billard,,,,
qu',,,,
on,,,,
m',,,,
offrait,,,,
,,,,
je,,,,
relevai,,,,
le,,,,
bas,,,,
de,,,,
mon,,,,
pantalon,,,,
et,,,,
je,,,,
m',,,,
élançai,,,,
dans,,,,
la,,,,
neige,,,,
,,,,
du,,,,
côté,,,,
de,,,,
la,,,,
Prairie,,,,
,,,,
à,,,,
la,,,,
recherche,,,,
de,,,,
mon,,,,
bon,,,,
ami,,,,
le,,,,
maître,,,,
d',,,,
armes,,,,
.,,,,
XII,,,,
--,,,,
L',,,,
ANNEAU,,,,
DE,,,,
FER,,,,
Des,,,,
portes,,,,
de,,,,
Sarlande,,,,
à,,,,
la,,,,
Prairie,,,,
il,,,,
y,,,,
a,,,,
bien,,,,
une,,,,
bonne,,,,
demi-lieue,,,,
,,,,
mais,,,,
,,,,
du,,,,
train,,,,
dont,,,,
j',,,,
allais,,,,
,,,,
je,,,,
dus,,,,
ce,,,,
jour,,,,
-là,,,,
faire,,,,
le,,,,
trajet,,,,
en,,,,
moins,,,,
d',,,,
un,,,,
quart,,,,
d',,,,
heure,,,,
.,,,,
Je,,,,
tremblais,,,,
pour,,,,
Roger,,,,
.,,,,
J',,,,
avais,,,,
peur,,,,
que,,,,
le,,,,
pauvre,,,,
garçon,,,,
n',,,,
eût,,,,
,,,,
malgré,,,,
sa,,,,
promesse,,,,
,,,,
tout,,,,
raconté,,,,
au,,,,
principal,,,,
pendant,,,,
l',,,,
étude,,,,
,,,,
je,,,,
croyais,,,,
voir,,,,
encore,,,,
luire,,,,
la,,,,
crosse,,,,
de,,,,
son,,,,
pistolet,,,,
.,,,,
Cette,,,,
pensée,,,,
lugubre,,,,
me,,,,
donnait,,,,
des,,,,
ailes,,,,
.,,,,
Pourtant,,,,
,,,,
de,,,,
distance,,,,
en,,,,
distance,,,,
,,,,
j',,,,
apercevais,,,,
sur,,,,
la,,,,
neige,,,,
la,,,,
trace,,,,
de,,,,
pas,,,,
nombreux,,,,
allant,,,,
vers,,,,
la,,,,
Prairie,,,,
,,,,
et,,,,
de,,,,
songer,,,,
que,,,,
le,,,,
maître,,,,
d',,,,
armes,,,,
n',,,,
était,,,,
pas,,,,
seul,,,,
,,,,
cela,,,,
me,,,,
rassurait,,,,
un,,,,
peu,,,,
.,,,,
Alors,,,,
,,,,
ralentissant,,,,
ma,,,,
course,,,,
,,,,
je,,,,
pensais,,,,
à,,,,
Paris,,,,
,,,,
à,,,,
Jacques,,,,
,,,,
à,,,,
mon,,,,
départ,,,,
...,,,,
Mais,,,,
au,,,,
bout,,,,
d',,,,
un,,,,
instant,,,,
,,,,
mes,,,,
terreurs,,,,
recommençaient,,,,
.,,,,
«,,,,
Roger,,,,
va,,,,
se,,,,
tuer,,,,
évidemment,,,,
.,,,,
Que,,,,
serait,,,,
-il,,,,
venu,,,,
chercher,,,,
,,,,
sans,,,,
cela,,,,
,,,,
dans,,,,
cet,,,,
endroit,,,,
désert,,,,
,,,,
loin,,,,
de,,,,
la,,,,
ville,,,,
?,,,,
S',,,,
il,,,,
amène,,,,
avec,,,,
lui,,,,
ses,,,,
amis,,,,
du,,,,
café,,,,
Barbette,,,,
,,,,
c',,,,
est,,,,
pour,,,,
leur,,,,
faire,,,,
ses,,,,
adieux,,,,
,,,,
pour,,,,
boire,,,,
le,,,,
coup,,,,
de,,,,
l',,,,
étrier,,,,
,,,,
comme,,,,
ils,,,,
disent,,,,
...,,,,
Oh,,,,
!,,,,
ces,,,,
militaires,,,,
!,,,,
...,,,,
»,,,,
Et,,,,
me,,,,
voilà,,,,
courant,,,,
de,,,,
nouveau,,,,
à,,,,
perdre,,,,
haleine,,,,
.,,,,
Heureusement,,,,
j',,,,
approchais,,,,
de,,,,
la,,,,
Prairie,,,,
dont,,,,
j',,,,
apercevais,,,,
déjà,,,,
les,,,,
grands,,,,
arbres,,,,
chargés,,,,
de,,,,
neige,,,,
.,,,,
«,,,,
Pauvre,,,,
ami,,,,
,,,,
me,,,,
disais,,,,
-je,,,,
,,,,
pourvu,,,,
que,,,,
j',,,,
arrive,,,,
à,,,,
temps,,,,
!,,,,
»,,,,
La,,,,
trace,,,,
des,,,,
pas,,,,
me,,,,
conduisit,,,,
ainsi,,,,
jusqu',,,,
à,,,,
la,,,,
guinguette,,,,
d',,,,
Espéron,,,,
.,,,,
Cette,,,,
guinguette,,,,
était,,,,
un,,,,
endroit,,,,
louche,,,,
et,,,,
de,,,,
mauvais,,,,
renom,,,,
,,,,
où,,,,
les,,,,
débauchés,,,,
de,,,,
Sarlande,,,,
faisaient,,,,
leurs,,,,
parties,,,,
fines,,,,
.,,,,
J',,,,
y,,,,
étais,,,,
venu,,,,
plus,,,,
d',,,,
une,,,,
fois,,,,
en,,,,
compagnie,,,,
des,,,,
nobles,,,,
cœurs,,,,
,,,,
mais,,,,
jamais,,,,
je,,,,
ne,,,,
lui,,,,
avais,,,,
trouvé,,,,
une,,,,
physionomie,,,,
aussi,,,,
sinistre,,,,
que,,,,
ce,,,,
jour,,,,
-là,,,,
.,,,,
Jaune,,,,
et,,,,
sale,,,,
,,,,
au,,,,
milieu,,,,
de,,,,
la,,,,
blancheur,,,,
immaculée,,,,
de,,,,
la,,,,
plaine,,,,
,,,,
elle,,,,
se,,,,
dérobait,,,,
,,,,
avec,,,,
sa,,,,
porte,,,,
basse,,,,
,,,,
ses,,,,
murs,,,,
décrépis,,,,
et,,,,
ses,,,,
fenêtres,,,,
aux,,,,
vitres,,,,
mal,,,,
lavées,,,,
,,,,
derrière,,,,
un,,,,
taillis,,,,
de,,,,
petits,,,,
ormes,,,,
.,,,,
La,,,,
maisonnette,,,,
avait,,,,
l',,,,
air,,,,
honteuse,,,,
du,,,,
vilain,,,,
métier,,,,
qu',,,,
elle,,,,
faisait,,,,
.,,,,
Comme,,,,
j',,,,
approchais,,,,
,,,,
j',,,,
entendis,,,,
un,,,,
bruit,,,,
joyeux,,,,
de,,,,
voix,,,,
,,,,
de,,,,
rires,,,,
et,,,,
de,,,,
verres,,,,
choqués,,,,
.,,,,
«,,,,
Grand,,,,
Dieu,,,,
!,,,,
me,,,,
dis,,,,
-je,,,,
en,,,,
frémissant,,,,
,,,,
c',,,,
est,,,,
le,,,,
coup,,,,
de,,,,
l',,,,
étrier,,,,
.,,,,
»,,,,
Et,,,,
je,,,,
m',,,,
arrêtai,,,,
pour,,,,
reprendre,,,,
haleine,,,,
.,,,,
Je,,,,
me,,,,
trouvais,,,,
alors,,,,
,,,,
sur,,,,
le,,,,
derrière,,,,
de,,,,
la,,,,
guinguette,,,,
,,,,
je,,,,
poussai,,,,
une,,,,
porte,,,,
à,,,,
claire-voie,,,,
,,,,
et,,,,
j',,,,
entrai,,,,
dans,,,,
le,,,,
jardin,,,,
.,,,,
Quel,,,,
jardin,,,,
!,,,,
Une,,,,
grande,,,,
haie,,,,
dépouillée,,,,
,,,,
des,,,,
massifs,,,,
de,,,,
lilas,,,,
sans,,,,
feuilles,,,,
,,,,
des,,,,
tas,,,,
de,,,,
balayures,,,,
sur,,,,
la,,,,
neige,,,,
,,,,
et,,,,
des,,,,
tonnelles,,,,
toutes,,,,
blanches,,,,
qui,,,,
ressemblaient,,,,
à,,,,
des,,,,
huttes,,,,
d',,,,
esquimaux,,,,
.,,,,
Cela,,,,
était,,,,
d',,,,
un,,,,
triste,,,,
à,,,,
faire,,,,
pleurer,,,,
.,,,,
Le,,,,
tapage,,,,
venait,,,,
de,,,,
la,,,,
salle,,,,
du,,,,
rez-de-chaussée,,,,
,,,,
et,,,,
la,,,,
ripaillage,,,,
devait,,,,
chauffer,,,,
à,,,,
ce,,,,
moment,,,,
,,,,
car,,,,
,,,,
malgré,,,,
le,,,,
froid,,,,
,,,,
on,,,,
avait,,,,
ouvert,,,,
toutes,,,,
grandes,,,,
les,,,,
deux,,,,
fenêtres,,,,
.,,,,
Je,,,,
posais,,,,
déjà,,,,
le,,,,
pied,,,,
sur,,,,
la,,,,
première,,,,
marche,,,,
du,,,,
perron,,,,
,,,,
lorsque,,,,
j',,,,
entendis,,,,
quelque,,,,
chose,,,,
qui,,,,
m',,,,
arrêta,,,,
net,,,,
et,,,,
me,,,,
glaça,,,,
:,,,,
c',,,,
était,,,,
mon,,,,
nom,,,,
prononcé,,,,
au,,,,
milieu,,,,
de,,,,
grands,,,,
éclats,,,,
de,,,,
rires,,,,
.,,,,
Roger,,,,
parlait,,,,
de,,,,
moi,,,,
,,,,
et,,,,
,,,,
chose,,,,
singulière,,,,
,,,,
chaque,,,,
fois,,,,
que,,,,
le,,,,
nom,,,,
de,,,,
Daniel,,,,
Eyssette,,,,
revenait,,,,
,,,,
les,,,,
autres,,,,
riaient,,,,
à,,,,
se,,,,
tordre,,,,
.,,,,
Poussé,,,,
par,,,,
une,,,,
curiosité,,,,
douloureuse,,,,
,,,,
sentant,,,,
bien,,,,
que,,,,
j',,,,
allais,,,,
apprendre,,,,
quelque,,,,
chose,,,,
d',,,,
extraordinaire,,,,
,,,,
je,,,,
me,,,,
rejetai,,,,
en,,,,
arrière,,,,
et,,,,
,,,,
sans,,,,
être,,,,
entendu,,,,
de,,,,
personne,,,,
,,,,
grâce,,,,
à,,,,
la,,,,
neige,,,,
qui,,,,
assourdissait,,,,
comme,,,,
un,,,,
tapis,,,,
le,,,,
bruit,,,,
de,,,,
mes,,,,
pas,,,,
,,,,
je,,,,
me,,,,
glissai,,,,
dans,,,,
une,,,,
des,,,,
tonnelles,,,,
,,,,
qui,,,,
se,,,,
trouvait,,,,
fort,,,,
à,,,,
propos,,,,
juste,,,,
au,,,,
-,,,,
dessous,,,,
des,,,,
fenêtres,,,,
.,,,,
Je,,,,
la,,,,
reverrai,,,,
toute,,,,
ma,,,,
,,,,
vie,,,,
,,,,
cette,,,,
tonnelle,,,,
,,,,
je,,,,
reverrai,,,,
toute,,,,
ma,,,,
vie,,,,
la,,,,
verdure,,,,
morte,,,,
qui,,,,
la,,,,
tapissait,,,,
,,,,
son,,,,
sol,,,,
boueux,,,,
et,,,,
sale,,,,
,,,,
sa,,,,
petite,,,,
table,,,,
peinte,,,,
en,,,,
vert,,,,
et,,,,
ses,,,,
bancs,,,,
de,,,,
bois,,,,
tout,,,,
ruisselants,,,,
d',,,,
eau,,,,
...,,,,
À,,,,
travers,,,,
la,,,,
neige,,,,
dont,,,,
elle,,,,
était,,,,
chargée,,,,
,,,,
le,,,,
jour,,,,
passait,,,,
à,,,,
peine,,,,
,,,,
la,,,,
neige,,,,
fondait,,,,
lentement,,,,
et,,,,
tombait,,,,
sur,,,,
ma,,,,
tête,,,,
goutte,,,,
à,,,,
goutte,,,,
.,,,,
C',,,,
est,,,,
là,,,,
,,,,
c',,,,
est,,,,
dans,,,,
cette,,,,
tonnelle,,,,
noire,,,,
et,,,,
froide,,,,
comme,,,,
un,,,,
tombeau,,,,
,,,,
que,,,,
j',,,,
ai,,,,
appris,,,,
combien,,,,
les,,,,
hommes,,,,
peuvent,,,,
être,,,,
méchants,,,,
et,,,,
lâches,,,,
,,,,
c',,,,
est,,,,
là,,,,
que,,,,
j',,,,
ai,,,,
appris,,,,
à,,,,
douter,,,,
,,,,
à,,,,
mépriser,,,,
,,,,
à,,,,
haïr,,,,
...,,,,
O,,,,
vous,,,,
qui,,,,
me,,,,
lisez,,,,
,,,,
Dieu,,,,
vous,,,,
garde,,,,
d',,,,
entrer,,,,
jamais,,,,
dans,,,,
cette,,,,
tonnelle,,,,
!,,,,
...,,,,
Debout,,,,
,,,,
retenant,,,,
mon,,,,
souffle,,,,
,,,,
rouge,,,,
de,,,,
colère,,,,
et,,,,
de,,,,
honte,,,,
,,,,
j',,,,
écoutais,,,,
ce,,,,
qui,,,,
se,,,,
disait,,,,
chez,,,,
Espéron,,,,
.,,,,
Mon,,,,
bon,,,,
ami,,,,
le,,,,
maître,,,,
d',,,,
armes,,,,
avait,,,,
toujours,,,,
la,,,,
parole,,,,
...,,,,
Il,,,,
racontait,,,,
l',,,,
aventure,,,,
de,,,,
Cécilia,,,,
,,,,
la,,,,
correspondance,,,,
amoureuse,,,,
,,,,
la,,,,
visite,,,,
de,,,,
M.,,,,
le,,,,
sous-préfet,,,,
au,,,,
collège,,,,
,,,,
tout,,,,
cela,,,,
avec,,,,
des,,,,
enjolivements,,,,
et,,,,
des,,,,
gestes,,,,
qui,,,,
devaient,,,,
être,,,,
bien,,,,
comiques,,,,
,,,,
à,,,,
en,,,,
juger,,,,
par,,,,
les,,,,
transports,,,,
de,,,,
l',,,,
auditoire,,,,
.,,,,
«,,,,
Vous,,,,
comprenez,,,,
,,,,
mes,,,,
petits,,,,
amours,,,,
,,,,
disait,,,,
-il,,,,
de,,,,
sa,,,,
voix,,,,
goguenarde,,,,
,,,,
qu',,,,
on,,,,
n',,,,
a,,,,
pas,,,,
joué,,,,
pour,,,,
rien,,,,
la,,,,
comédie,,,,
pendant,,,,
trois,,,,
ans,,,,
sur,,,,
le,,,,
théâtre,,,,
des,,,,
zouaves,,,,
.,,,,
«,,,,
Vrai,,,,
comme,,,,
je,,,,
vous,,,,
parle,,,,
!,,,,
j',,,,
ai,,,,
cru,,,,
un,,,,
moment,,,,
la,,,,
partie,,,,
perdue,,,,
,,,,
et,,,,
je,,,,
me,,,,
suis,,,,
dit,,,,
que,,,,
je,,,,
ne,,,,
viendrais,,,,
plus,,,,
boire,,,,
avec,,,,
vous,,,,
le,,,,
bon,,,,
vin,,,,
du,,,,
père,,,,
Espéron,,,,
...,,,,
Le,,,,
petit,,,,
Eyssette,,,,
n',,,,
avait,,,,
rien,,,,
dit,,,,
,,,,
c',,,,
est,,,,
vrai,,,,
,,,,
mais,,,,
il,,,,
était,,,,
temps,,,,
de,,,,
parler,,,,
encore,,,,
,,,,
et,,,,
,,,,
entre,,,,
nous,,,,
,,,,
je,,,,
crois,,,,
qu',,,,
il,,,,
voulait,,,,
seulement,,,,
me,,,,
laisser,,,,
l',,,,
honneur,,,,
de,,,,
me,,,,
dénoncer,,,,
moi,,,,
